Unnamed: 0,Source,Datetime,Username,Review,Region,Sentiment
4016,Facebook YAPPakistan,2022-07-12 00:00:00,Abdul Rehman,next sadapay lage raho line mein,,negative
4017,Facebook YAPPakistan,2022-07-12 00:00:00,Shoaib Anwar,mc pakistan kab ai ga,,positive
4018,Facebook YAPPakistan,2022-06-12 00:00:00,Muhammad Sohaib Javed,looking forward to it with high hopes ,,positive
4019,Facebook YAPPakistan,2022-06-12 00:00:00,Adnan Rafeeq,hm best of luck ,,positive
4020,Facebook YAPPakistan,2022-06-12 00:00:00,Ibrar Ali,oh bhai kab 6 month sy aisy hi kahy ja rahy,,negative
4021,Facebook YAPPakistan,2022-07-12 00:00:00,Mehar Muzamil Mzb,waitlist link,,negative
4022,Facebook YAPPakistan,2022-06-12 00:00:00,Usman Mughal,still waiting,,negative
4023,Facebook YAPPakistan,2022-06-12 00:00:00,Teresa Adams,it will going to launch in just one day and that one day is a light day,,negative
4024,Facebook YAPPakistan,2022-07-12 00:00:00,M Haseeb Yousaf,what is the launching date,,positive
4025,Facebook YAPPakistan,2022-07-12 00:00:00,Faria Shehzadi,waiting list link,,negative
4026,Facebook YAPPakistan,2022-06-12 00:00:00,Malik Rehman,how many days,,negative
4027,Facebook YAPPakistan,2022-06-12 00:00:00,Zeeshan Ali,emmet please tell them to come fastly and give me and us early access ,,negative
4028,Facebook YAPPakistan,2022-06-12 00:00:00,Ali Hamza,good ,,positive
4029,Facebook YAPPakistan,2022-06-12 00:00:00,Malik Ahsan,how much time it will take to launch because market of wallets already saturated in pakistan iam almost two months,,positive
4030,Facebook YAPPakistan,2022-06-12 00:00:00,Malik Ahsan,and what the difference or usp if compare yap with other players in pakistan,,positive
4031,Facebook YAPPakistan,2022-07-12 00:00:00,Shoaib Anwar,there is no paypal services in pakistan for freelancers so can we consider this platform if it is launched in pakistan after many years as a paypal alternate,,negative
4032,Facebook YAPPakistan,2022-06-12 00:00:00,Akira M,wow yap angrezon nay bnai hai bas juldi say release karden or in app biometric feature kay sath kijieyga taakay easy hojaye biometric,,positive
4033,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Sohaib Javed,is there anyway to pre sign up for yup,,negative
4034,Facebook YAPPakistan,2022-06-12 00:00:00,Malik Mudassar,how much time will you take to launch yap pakistan for customers,,positive
4035,Facebook YAPPakistan,2022-06-12 00:00:00,Malik Hani,kitna wait krwao ge plz access start kr do,,positive
4036,Facebook YAPPakistan,2022-06-12 00:00:00,Umar Mehar,when it will be launch,,negative
4037,Facebook YAPPakistan,2022-06-12 00:00:00,Farooq Azam Jee,sir hisham sarwar apka verdict,,positive
4038,Facebook YAPPakistan,2022-06-12 00:00:00,شہباز۔شاہ شہباز۔شاہ, ,,positive
4039,Facebook YAPPakistan,2022-06-12 00:00:00,AbdulRehman Jewellery Wala,abdulrehman jewellery wala,,positive
4040,Facebook YAPPakistan,2022-06-12 00:00:00,Zeeshan Ali,good,,positive
4041,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,nan,,positive
4042,Facebook YAPPakistan,2022-06-12 00:00:00,Adnan Rafeeq,nan,,positive
4043,Facebook YAPPakistan,2022-06-12 00:00:00,Safdar Khan,i am waiting for yap start service in pakistan,,positive
4044,Facebook YAPPakistan,2022-06-12 00:00:00,M Sana Ullah Sahar,excited to see yap launching it s services in pakistan ,,positive
4045,Facebook YAPPakistan,2022-06-12 00:00:00,Syed Fahad Hashmi,appreciated ,,positive
4046,Facebook YAPPakistan,2022-06-12 00:00:00,Adil Ali,excited,,positive
4047,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,nan,,positive
4048,Facebook YAPPakistan,2022-06-12 00:00:00,AbdulRehman Jewellery Wala, ,,positive
4049,Facebook YAPPakistan,2022-06-12 00:00:00,Malik Hani,hamare sabar ka imtehan mat lo ,,positive
4050,Facebook YAPPakistan,2022-06-12 00:00:00,Ahmed Mehmood,aakhir kb tak ya just wait hi krwana sadapay ki trah ,,positive
4051,Facebook YAPPakistan,2022-06-12 00:00:00,Mr Faizan,itna time ho gya ab to,,negative
4052,Facebook YAPPakistan,2022-06-12 00:00:00,Mehar Muzamil Mzb,waiting list for early signup ,,negative
4053,Facebook YAPPakistan,2022-06-12 00:00:00,Khalil Khaki,pakistan me,,positive
4054,Facebook YAPPakistan,2022-06-12 00:00:00,Ghani Rehman,sorry only uae  yap no pak,,positive
4055,Facebook YAPPakistan,2022-06-12 00:00:00,Ali Hassan,3 mahino say yehi bta rhe hain pata nahi kab aye gi,,positive
4056,Facebook YAPPakistan,2022-06-12 00:00:00,Awais Rehman,when services are started,,negative
4057,Facebook YAPPakistan,2022-06-12 00:00:00,Rashid Kazmi,     ,,positive
4058,Facebook YAPPakistan,2022-06-12 00:00:00,Rashid Kazmi,          ,,positive
4059,Facebook YAPPakistan,2022-06-12 00:00:00,AbdulRehman Jewellery Wala,    ,,positive
4060,Facebook YAPPakistan,2022-06-12 00:00:00,Abdullah Mujahid Bhatti,is there any early signup link,,negative
4061,Facebook YAPPakistan,2022-06-12 00:00:00,Mohsin Masood,azeem tahir,,positive
4062,Facebook YAPPakistan,2022-06-12 00:00:00,Ghani Rehman,allrady account yap,,negative
4063,Facebook YAPPakistan,2022-06-12 00:00:00,Mɽ Ahmad,nan,,positive
4064,Facebook YAPPakistan,2022-07-12 00:00:00,Mohammad Ali,any vecancy available rigth now,,negative
4065,Facebook YAPPakistan,2022-06-12 00:00:00,Haseeb Manzoor,what ia unique in yap compare to other payment gateway avaliable in pk,,positive
4066,Facebook YAPPakistan,2022-06-12 00:00:00,Ali Shan,launch soon please,,positive
4067,Facebook YAPPakistan,2022-06-12 00:00:00,NoMi China,yrrr kab aa rha ye,,positive
4068,Facebook YAPPakistan,2022-06-12 00:00:00,Malik Hani,launch date kiya hai,,positive
4069,Facebook YAPPakistan,2022-06-12 00:00:00,Muhammad Sami,when launching,,negative
4070,Facebook YAPPakistan,2022-06-12 00:00:00,Usama Iqbal,nan,,positive
4071,Facebook YAPPakistan,2022-06-12 00:00:00,Mehar Muzamil Mzb, yap yappakistan oneforeveryone comingsoon,,positive
4072,Facebook YAPPakistan,2022-06-12 00:00:00,Ali Raza,ali raza,,positive
4073,Facebook YAPPakistan,2022-06-12 00:00:00,Umar Fayyaz,umar fayyaz,,positive
4074,Facebook YAPPakistan,2022-06-12 00:00:00,Mehar Muzamil Mzb, yap yappakistan oneforeveryone comingsoon,,positive
4075,Facebook YAPPakistan,2022-06-12 00:00:00,Prince,ab ham ak he bar picture bana kar dy gy jab hamy real me card mely ga tou ,,positive
4076,Facebook YAPPakistan,2022-06-12 00:00:00,Muhammad Usman,yap pakistan lo kr dia ab jaldi se launch kr do pakistan me ,,positive
4077,Facebook YAPPakistan,2022-06-12 00:00:00,Malik Hasnain,bakwas,,negative
4078,Facebook YAPPakistan,2022-06-12 00:00:00,Muhammad Mobeen,muhammad mobeen,,positive
4079,Facebook YAPPakistan,2022-06-12 00:00:00,Faizan Ali,3rd attempt ,,negative
4080,Facebook YAPPakistan,2022-06-12 00:00:00,Abeeha Rehman,rehman riaz fazal fzl,,positive
4081,Facebook YAPPakistan,2022-06-12 00:00:00,Abrar Ali Panhwar,abrar ali panhwar,,positive
4082,Facebook YAPPakistan,2022-06-12 00:00:00,باذل انصاری,yap pakistan,,positive
4083,Facebook YAPPakistan,2022-06-12 00:00:00,Mudassir Waheed Ansari,mudassir nawab abdul rehman usama bin sattar try this one,,negative
4084,Facebook YAPPakistan,2022-06-12 00:00:00,Zee Shan,yap pakistan,,positive
4085,Facebook YAPPakistan,2022-06-12 00:00:00,Jawad Hussain Khatri,jawad hussain khatri,,positive
4086,Facebook YAPPakistan,2022-06-12 00:00:00,Zarak Khan,top fan zarak khan,,positive
4087,Facebook YAPPakistan,2022-06-12 00:00:00,Abid Ali,abid ali,,positive
4088,Facebook YAPPakistan,2022-06-12 00:00:00,التمش حسن, ,,positive
4089,Facebook YAPPakistan,2022-06-12 00:00:00,Muhammad Umair,yap pakistan,,positive
4090,Facebook YAPPakistan,2022-06-12 00:00:00,Khalil Khaki,khalil khaki,,positive
4091,Facebook YAPPakistan,2022-06-12 00:00:00,Hassan Sheikh,hassan sheikh,,positive
4092,Facebook YAPPakistan,2022-06-12 00:00:00,No Mi,dn,,positive
4093,Facebook YAPPakistan,2022-06-12 00:00:00,Komail Tariq,komail tariq,,positive
4094,Facebook YAPPakistan,2022-06-12 00:00:00,Muhmmad Azaan Sakhani Baloch,muhmmad azaan sakhani baloch,,positive
4095,Facebook YAPPakistan,2022-06-12 00:00:00,NoMi China,nomi china,,positive
4096,Facebook YAPPakistan,2022-06-12 00:00:00,Raja Ahmed,raja ahmed,,positive
4097,Facebook YAPPakistan,2022-06-12 00:00:00,Abdur Rehman Rizwan,abdur rehman rizwan,,negative
4098,Facebook YAPPakistan,2022-06-12 00:00:00,Safdar Khan,safdar khan,,positive
4099,Facebook YAPPakistan,2022-06-12 00:00:00,Tazeem Naz,tazeem naz,,positive
4100,Facebook YAPPakistan,2022-06-12 00:00:00,Abdullah Abbas,top fan abdullah abbas,,positive
4101,Facebook YAPPakistan,2022-06-12 00:00:00,Sana Ullah Yousafzai,please share an expected time frame in which yap will be available to pakistani users,,negative
4102,Facebook YAPPakistan,2022-06-12 00:00:00,Prince,lagta ha ye coming soon next year aaey ga enka soon jalde ana wala nae ,,positive
4103,Facebook YAPPakistan,2022-06-12 00:00:00,Fadi Raees,hint about how much time will it take,,positive
4104,Facebook YAPPakistan,2022-06-12 00:00:00,Sheikh Fasil,launch it soon plz we need it,,negative
4105,Facebook YAPPakistan,2022-06-12 00:00:00,Mɽ Ahmad,top fan ,,positive
4106,Facebook YAPPakistan,2022-06-12 00:00:00,AbdulRehman Jewellery Wala,     ,,positive
4107,Facebook YAPPakistan,2022-06-12 00:00:00,Zeeshan Ali,3 free withdrawals like sadapay,,positive
4108,Facebook YAPPakistan,2022-07-12 00:00:00,Aliya Batool,waiting list link please,,negative
4109,Facebook YAPPakistan,2022-06-12 00:00:00,Awais Nafis,oky,,positive
4110,Facebook YAPPakistan,2022-06-12 00:00:00,محمد ذیشان شانی,yap pakistan accepted on apple pay in pakistan,,positive
4111,Facebook YAPPakistan,2022-06-12 00:00:00,AbdulRehman Jewellery Wala,abdulrehman jewellery wala,,positive
4112,Facebook YAPPakistan,2022-06-12 00:00:00,Mir Junaid Ahmed Abro,pilot phase me mujhe bhi jagah dena okey dear,,positive
4113,Facebook YAPPakistan,2022-06-12 00:00:00,Malik Hani,waiting for early access,,negative
4114,Facebook YAPPakistan,2022-06-12 00:00:00,Aaqil Mahmood,schedule of charges,,negative
4115,Facebook YAPPakistan,2022-06-12 00:00:00,Pyth On,what,,negative
4116,Facebook YAPPakistan,2022-06-12 00:00:00,Asif Ali AAstylish,when,,negative
4117,Facebook YAPPakistan,2022-06-12 00:00:00,Imtiaz Ahmad,when,,negative
4118,Facebook YAPPakistan,2022-06-12 00:00:00,Muhammad Sami,getting super excited as the time passes  i hope we ll be able to get onboard in coming 2 3 months or maybe sooner than that,,positive
4119,Facebook YAPPakistan,2022-06-12 00:00:00,AbdulRehman Jewellery Wala,abdulrehman jewellery wala,,positive
4120,Facebook YAPPakistan,2022-06-12 00:00:00,Zohaib Shah,nan,,positive
4121,Facebook YAPPakistan,2022-06-12 00:00:00,Zarak Khan,why it is taking soo much time you should start thr early access,,negative
4122,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,yap pakistan  ,,positive
4123,Facebook YAPPakistan,2022-07-12 00:00:00,Adnan Rafeeq,nan,,positive
4124,Facebook YAPPakistan,2022-05-12 00:00:00,Hamza Khan Bangash,nan,,positive
4125,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,nan,,positive
4126,Facebook YAPPakistan,2022-05-12 00:00:00,Ali Hamza,nan,,positive
4127,Facebook YAPPakistan,2022-06-12 00:00:00,Muhammad Javed Bhatti Attari,when your service start in pakistan,,positive
4128,Facebook YAPPakistan,2022-07-12 00:00:00,Adnan Rafeeq,best wishes ,,positive
4129,Facebook YAPPakistan,2022-06-12 00:00:00,Shehryar Khan,it looks promising i am eagerly waiting for it,,negative
4130,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,best wishes ,,positive
4131,Facebook YAPPakistan,2022-05-12 00:00:00,Hamza Khan Bangash,i m very excited yap,,positive
4132,Facebook YAPPakistan,2022-05-12 00:00:00,Syed Muhammad Hassaan,i m very excited,,positive
4133,Facebook YAPPakistan,2022-05-12 00:00:00,Umer Yaseen,i have a question do you give cards free to your customers or charge money for that,,negative
4134,Facebook YAPPakistan,2022-07-12 00:00:00,Adnan Rafeeq,best wishes ,,positive
4135,Facebook YAPPakistan,2022-05-12 00:00:00,Muhammad Qasim Naeem,launch kr do kitna wait kro 2 months ho gye yap app ki hai abhi tk uae hi show ho raha hai,,negative
4136,Facebook YAPPakistan,2022-05-12 00:00:00,Muhammad Umar,how long will i launch in pakistan,,positive
4137,Facebook YAPPakistan,2022-06-12 00:00:00,Syed Raza Ali,is pr to account nhi ban rha pakistan mn,,negative
4138,Facebook YAPPakistan,2022-05-12 00:00:00,Sh Adnan,sir lunch ho gae pakistan ma,,positive
4139,Facebook YAPPakistan,2022-06-12 00:00:00,Malik Zulkifl,how much,,positive
4140,Facebook YAPPakistan,2022-05-12 00:00:00,Umair Zafar,when is the launch,,negative
4141,Facebook YAPPakistan,2022-05-12 00:00:00,Muhammad Ali Nasir,really looking forward for this,,positive
4142,Facebook YAPPakistan,2022-05-12 00:00:00,Mr Faizan,mr faizan,,negative
4143,Facebook YAPPakistan,2022-06-12 00:00:00,Syed Atif,waiting ,,negative
4144,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,top fan muhammad usman,,positive
4145,Facebook YAPPakistan,2022-05-12 00:00:00,KaMrAn HAidEr,very excited for this,,positive
4146,Facebook YAPPakistan,2022-05-12 00:00:00,Mr Faizan, when you re starting your services,,negative
4147,Facebook YAPPakistan,2022-06-12 00:00:00,Umer Jameel,sounds interesting,,positive
4148,Facebook YAPPakistan,2022-05-12 00:00:00,Hamza Khan Bangash,very good  welcome yap,,positive
4149,Facebook YAPPakistan,2022-05-12 00:00:00,Mɽ Ahmad,nan,,positive
4150,Facebook YAPPakistan,2022-05-12 00:00:00,Rana Matti Rehman,nan,,positive
4151,Facebook YAPPakistan,2022-07-12 00:00:00,Syed Mehfooz Ali Shah,nan,,positive
4152,Facebook YAPPakistan,2022-07-12 00:00:00,Adnan Rafeeq,best wishes,,positive
4153,Facebook YAPPakistan,2022-05-12 00:00:00,AbdulRehman Jewellery Wala,abdulrehman jewellery wala,,positive
4154,Facebook YAPPakistan,2022-05-12 00:00:00,Ghani Rehman,im waiting for yap,,negative
4155,Facebook YAPPakistan,2022-05-12 00:00:00,Mehar Muzamil Mzb,waiting list,,negative
4156,Facebook YAPPakistan,2022-05-12 00:00:00,Rana Sur,what are your services,,negative
4157,Facebook YAPPakistan,2022-05-12 00:00:00,Fahad R. Mangi,when you re starting your services in pakistan,,positive
4158,Facebook YAPPakistan,2022-05-12 00:00:00,Siyar Ahmad Khan,welcome yap,,positive
4159,Facebook YAPPakistan,2022-05-12 00:00:00,Muhammad Waseem,nice,,positive
4160,Facebook YAPPakistan,2022-05-12 00:00:00,Mr Faizan,isn t tooooo late,,negative
4161,Facebook YAPPakistan,2022-05-12 00:00:00,Muhammad Umar,message icon shoe colour colour variations in small shopping bag change in t shirt and shoes order on mobile screen,,negative
4162,Facebook YAPPakistan,2022-05-12 00:00:00,Muhammad Hammad Shakir,a colour of shoes b order of things c message icon missing d shopping bag colour both are differ,,negative
4163,Facebook YAPPakistan,2022-05-12 00:00:00,Shoaib Gurmani,1 colour of shoes 2 order of things 3 message icon missing 4 shopping bag colour,,negative
4164,Facebook YAPPakistan,2022-05-12 00:00:00,Zain Manzoor,launching date ,,positive
4165,Facebook YAPPakistan,2022-05-12 00:00:00,Arslan,order of icons is changed color of shoes and bags changed the chat box icon present in one and absent in other overall color of photos is changed,,positive
4166,Facebook YAPPakistan,2022-05-12 00:00:00,Muzammil Hayat,shoes color,,positive
4167,Facebook YAPPakistan,2022-05-12 00:00:00,Mehar Muzamil Mzb,waiting list,,negative
4168,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,a colour of shoes b order of things c message icon missing d shopping bag colour both are differ,,negative
4169,Facebook YAPPakistan,2022-07-12 00:00:00,Adnan Rafeeq,best wishes ,,positive
4170,Facebook YAPPakistan,2022-05-12 00:00:00,Siyar Ahmad Khan,good,,positive
4171,Facebook YAPPakistan,2022-05-12 00:00:00,Siffat Ahmed,awais ghaffar hussain naqvi malik ismaeel dildar 1 aur card hasil krnai ka waqt ho gia hai ,,positive
4172,Facebook YAPPakistan,2022-05-12 00:00:00,Nabeel Qureshi,what company exactly is it,,negative
4173,Facebook YAPPakistan,2022-05-12 00:00:00,Jawad Ul Haq,waiting to start new journey with yap pakistan,,positive
4174,Facebook YAPPakistan,2022-05-12 00:00:00,Waqar Ahmed Tunio,exited to experience yap pakistan,,positive
4175,Facebook YAPPakistan,2022-05-12 00:00:00,Dr-Sheraz Mughal,waiting yap pakistan eagerly freelancers of pakistan needs you welcome here,,positive
4176,Facebook YAPPakistan,2022-05-12 00:00:00,Vicky Waqass,mashallah,,positive
4177,Facebook YAPPakistan,2022-05-12 00:00:00,Abakhel Peerzada,masha allah,,positive
4178,Facebook YAPPakistan,2022-05-12 00:00:00,Tabbasum Khan,tabbasum khan,,positive
4179,Facebook YAPPakistan,2022-05-12 00:00:00,Nabeel Anwar,mashallah,,positive
4180,Facebook YAPPakistan,2022-05-12 00:00:00,Sully Ch Khalid Subhani,nan,,positive
4181,Facebook YAPPakistan,2022-05-12 00:00:00,Muhʌɱɱʌɗ Usʌɱʌ,when it will be launched,,negative
4182,Facebook YAPPakistan,2022-05-12 00:00:00,Hamza Ch,mashallah,,positive
4183,Facebook YAPPakistan,2022-05-12 00:00:00,Muhammad Awais Sheikh,good,,positive
4184,Facebook YAPPakistan,2022-05-12 00:00:00,Mustafa Farooq,your playstore app has very bad reviews will this be improved before you launch here in pk,,negative
4185,Facebook YAPPakistan,2022-05-12 00:00:00,Aliaan Shams,so ab pilot phase kab shuru hoga,,positive
4186,Facebook YAPPakistan,2022-05-12 00:00:00,Akira M,chalayn ab kar bhi den launch,,positive
4187,Facebook YAPPakistan,2022-05-12 00:00:00,Mohsin Ali,waiting  waiting  waiting  waiting,,negative
4188,Facebook YAPPakistan,2022-07-12 00:00:00,Adnan Rafeeq,best wishes ,,positive
4189,Facebook YAPPakistan,2022-06-12 00:00:00,Tahir Nazir,asim rahim,,positive
4190,Facebook YAPPakistan,2022-05-12 00:00:00,Mehar Muzamil Mzb,we ll come to you in pakistan,,positive
4191,Facebook YAPPakistan,2022-05-12 00:00:00,Ghulam Akram Soomro,i hope it s good for our overseas pakistani peoples,,positive
4192,Facebook YAPPakistan,2022-05-12 00:00:00,Raja Zeeshan,welcome to pakistan,,positive
4193,Facebook YAPPakistan,2022-05-12 00:00:00,Mir Junaid Ahmed Abro,welcome to our beloved country pakistan ,,positive
4194,Facebook YAPPakistan,2022-05-12 00:00:00,Awais Khan,welcome to pakistan,,positive
4195,Facebook YAPPakistan,2022-05-12 00:00:00,No Mi,welcome to pakistan ,,positive
4196,Facebook YAPPakistan,2022-05-12 00:00:00,Hanzalah Hanzalah,welcome to pakistan ,,positive
4197,Facebook YAPPakistan,2022-05-12 00:00:00,Hafiz Chaudhary,welcome to pakistan ,,positive
4198,Facebook YAPPakistan,2022-05-12 00:00:00,Mehar Muzamil Mzb,now please share waiting list joining directly link b coz we are supper exited to joins first,,negative
4199,Facebook YAPPakistan,2022-05-12 00:00:00,Rizwan Ghumro,welcome to pakistan ,,positive
4200,Facebook YAPPakistan,2022-06-12 00:00:00,التمش حسن,great ,,positive
4201,Facebook YAPPakistan,2022-05-12 00:00:00,AbdulRehman Jewellery Wala,welcome two pakistan,,positive
4202,Facebook YAPPakistan,2022-05-12 00:00:00,Tazeem Naz,welcome to pakistan ,,positive
