,Source,Datetime,Username,Review,Region
1670,appstore,2022-06-02 11:21:45,justnader,many questions and a documents required to keep using the amount even a very small amount being deposited in,
1671,appstore,2021-12-21 14:16:49,Ninjazod,I opened my account around 20 days ago Got my card in around 3 days and still unable to use my card due to some documents requirement EID scan was carried out successfully YAP doesnt tell me which document are further required I contacted the customer service twice but they say that your account is still processing Liv by Emirates NBD didnt have such issues and my account was opened in one go Didnt expect such service by YAP Kinda disappointed here,
1672,appstore,2022-01-19 09:11:19,joantrocio,I tried to send money to my family in the Philippines I was amazed to their charges it was cheaper compare to others And it was so quick my family got them instantly No hassle Stress free Thank you YAP Great app experience All the best,
1673,appstore,2021-11-18 17:36:03,Omar alhamrawi,I tried to many times to scan my emirates id and it get rejected because its the new design i tried with the old one and get accepted but its already expired and really bad costumer service I tried to contact with them to many times they didnt help me they only said to send the problem by email and no one respond,
1674,appstore,2021-10-14 06:53:48,KaterinaCat01,I started using YAP and I am absolutely amazed Its so easy to add your fees and do all your transactions without the need to enter a physical Bank,
1675,appstore,2021-09-26 08:39:21,MAR Rafi,Very disappointed the driver that called me 20 times asking for location map was also trying to get me to sign a form that if any losses or liability occurs due to the app that Yap and Rak bank have no responsibility I get your a startup but that doesnt make me feel comfortable and I rejected the card Shocking to be honest,
1676,appstore,2022-05-26 06:22:07,JohnChong85,App looks great and friendly But bank by itself cannot approved account activation for more than 1 5 month without any explanation which is ridiculous moreover back spending money to send debit card and doesnt activate account to use it,
1677,appstore,2021-12-29 13:12:15,SimowT,Very Interesting and easy to use,
1678,appstore,2021-12-05 12:25:33,Ali 9990,I received my card more than three months now and the account still not active,
1679,appstore,2022-04-11 03:32:55,k_agha,Right of the bat EID scanning of the app is terrible Even worst than that they DO NOT OPEN ACCOUNT FOR ALL NATIONALITIES even though you are an employee of well known company working and living in UAE,
1680,appstore,2021-10-03 06:05:55,Saloomii,Keeps saying my emirates id has glare when theres no glare at all Tried several times but it didnt work,
1681,appstore,2022-07-18 12:07:34,mohammad wasi,So much bad service,
1682,twitter,2022-08-03 00:00:00,TechNovaGh,YAP Digital Bank App Plans To Expand To Ghana With 41 Million Raise https t co 1KYwc3B7OD https t co WN8eCpjmAA,
1683,twitter,2022-07-24 00:00:00,saadsalmankhan1,AzamAKhan2 Don t worry we have a better one coming yap UAE s digital bank They got their approval The team behind is very solid They would have wiped out these other emi s eventually,
1684,twitter,2022-07-20 00:00:00,wetalkstartups,YAP Pakistan enters into a strategic partnership with Faysal Bank to introduce digital financial services through the Fintech Express program Read here for details https t co SCD4t062uQ yap YAPpakistan Faysalbankltd StateBank Pak Startups startupnews newsupdate,
1685,twitter,2022-07-19 00:00:00,TechNovaGh,YAP Digital Bank App Plans To Expand To Ghana With 41 Million Raise https t co 1KYwc3B7OD https t co idTj3mo9us,
1686,twitter,2022-07-14 00:00:00,BusinessMirror,China Bank Savings CBS Digital Business Banking Group head FVP Adonis C Yap said they have rolled out several initiatives to promote financial inclusion especially to the unbanked and underserved https t co oSrQ55hXa5,
1687,twitter,2022-07-13 00:00:00,BusinessMirror,China Bank Savings CBS Digital Business Banking Group head FVP Adonis C Yap said they have rolled out several initiatives to promote financial inclusion especially to the unbanked and underserved https t co oSrQ55hXa5,
1688,twitter,2022-07-12 00:00:00,TechNovaGh,YAP Digital Bank App Plans To Expand To Ghana With 41 Million Raise https t co 1KYwc3B7OD https t co dT35UQFQWq,
1689,twitter,2022-07-10 00:00:00,CamFinTechUru,Fintech Funding UAE digital bank YAP raises 41M https t co 5VA9otUgYY https t co wZxIXdk5Vy,
1690,twitter,2022-07-09 00:00:00,media_diamante,Fintech Funding UAE digital bank YAP raises 41M https t co 2uNj7zXxPR,
1691,twitter,2022-07-09 00:00:00,Atul_AI,Fintech Funding UAE digital bank YAP raises 41M https t co cHf5yQZW6h https t co DcC0GNwRpC,
1692,twitter,2022-07-08 00:00:00,AnilSha38998482,Fintech Funding UAE digital bank YAP raises 41M https t co UumPNhT0Wd https t co sRZDjooYHt,
1693,twitter,2022-07-08 00:00:00,SuriyaSubraman,Fintech Funding UAE digital bank YAP raises 41M YAP a United Arab Emirates based digital bank has raised 41 million in funding the company announced Monday The bank plans to complete its https t co ppubKUqQZn finpeform fintech,
1694,twitter,2022-07-08 00:00:00,_Data_Science,Fintech Funding UAE digital bank YAP raises 41M https t co glqpdfSwnd,
1695,twitter,2022-07-08 00:00:00,iheartfintech,Fintech Funding UAE digital bank YAP raises 41M https t co YZiORKIUBJ,
1696,twitter,2022-07-08 00:00:00,AnslemOshionebo,Fintech Funding UAE digital bank YAP raises 41M https t co AXDAnUxfP0,
1697,twitter,2022-07-08 00:00:00,itvc_,Fintech Funding UAE digital bank YAP raises 41M Bank Automation News https t co sA71j8U4gk fintech trends technology,
1698,twitter,2022-07-08 00:00:00,hornblass,Fintech Funding UAE digital bank YAP raises 41M https t co q6QYUs5oRo banking banktechnology bankingautomation bankingnews https t co 8Bhv9Uacbw via BankAutomation banking,
1699,twitter,2022-07-08 00:00:00,FintechBot,Fintech Funding UAE digital bank YAP raises 41M https t co 27KNo0xTkI by BankInnovation 2022 07 08 19 17 34,
1700,twitter,2022-07-08 00:00:00,BankAutomation,Fintech Funding UAE digital bank YAP raises 41M https t co eXHwliteEH banking banktechnology bankingautomation bankingnews https t co yFskLVaYoF,
1701,twitter,2022-07-06 00:00:00,ay_140,                         1 Hayak account from ADCB 2 smart bank account from Adib 3 Saving account from Alhilal bank 4 Liv bank account 5 Yap digital bank,
1702,twitter,2022-07-06 00:00:00,TiEMumbai,YAP a digital bank in the United Arab Emirates founded by Madhusudanan R Prabhu Rangarajan has raised 41 million in funding and targeted raising another roughly 20 million to finance its expansion plans https t co OvI2FDJNtV investment funding venturecapitalist,
1703,twitter,2022-07-05 00:00:00,NewsPayments,UAE Based Digital Bank YAP Raises 41M to Expand to Saudi Arabia Pakistan Egypt Banking Payments https t co i24WjKZkeR,
1704,twitter,2022-07-05 00:00:00,Fintech_Global,UAE based digital bank YAP collects funding ahead of expansion into Saudi Arabia Read the story here https t co ldWZzUpbSy fintech banking uae https t co sJYcBnuwwF,
1705,twitter,2022-07-05 00:00:00,wetalkstartups,after the corporation recently got a licence to operate in Pakistan Ghana and Saudi Arabia YAP made its debut in 2021 and later developed into the UAE s first independent digital banking platform with a partnership with RAK Bank 3 3 openbanking digitalbanking,
1706,twitter,2022-07-05 00:00:00,wetalkstartups,The digital bank YAP has raised 41 million in capital and is seeking an additional 20 million to further expansions The funding round was joined by Saudi Arabias Aljazira Capital Abu Dawood Group Astra Group and Audacia Capital 1 3 startups startupfunding https t co xX8WPwukOm,
1707,twitter,2022-07-05 00:00:00,Fintech_Global,UAE based digital bank YAP collects funding ahead of expansion into Saudi Arabia Read the story here https t co ldWZzUpbSy fintech banking uae https t co XF37oFWcDK,
1708,twitter,2022-07-05 00:00:00,rv_ing_tw,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co Fr5nvceMQr,
